gene_symbol,TCGA-91-6849-11A-01R-1949-07,TCGA-55-6982-11A-01R-1949-07,TCGA-73-4676-11A-01R-1755-07,TCGA-55-6980-11A-01R-1949-07,TCGA-50-5931-11A-01R-1858-07,TCGA-91-6828-11A-01R-1858-07,TCGA-49-6743-11A-01R-1858-07,TCGA-44-6147-11A-01R-1858-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4627-11A-01R-1758-07,TCGA-55-6970-11A-01R-1949-07,TCGA-50-5939-11A-01R-1628-07,TCGA-44-6778-11A-01R-1858-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4632-11A-01R-1755-07,TCGA-50-5933-11A-01R-1755-07,TCGA-55-6972-11A-01R-1949-07,TCGA-55-6985-11A-01R-1949-07,TCGA-49-6761-11A-01R-1949-07,TCGA-55-6984-11A-01R-1949-07,TCGA-44-6776-11A-01R-1858-07,TCGA-55-6975-11A-01R-1949-07,TCGA-55-6981-11A-01R-1949-07,TCGA-50-5935-11A-01R-1858-07,TCGA-44-2655-11A-01R-1758-07,TCGA-55-6979-11A-01R-1949-07,TCGA-44-2662-11A-01R-1758-07,TCGA-49-6744-11A-01R-1858-07,TCGA-49-6745-11A-01R-1858-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-6146-11A-01R-1858-07,TCGA-50-5930-11A-01R-1755-07,TCGA-44-2661-11A-01R-1758-07,TCGA-50-5936-11A-01R-1628-07,TCGA-44-5645-11A-01R-1628-07,TCGA-55-6971-11A-01R-1949-07,TCGA-44-3398-11B-01R-1758-07,TCGA-44-6144-11A-01R-1755-07,TCGA-44-6145-11A-01R-1858-07,TCGA-91-6829-11A-01R-1858-07,TCGA-91-6836-11A-01R-1858-07,TCGA-49-6742-11A-01R-1858-07,TCGA-55-6969-11A-01R-1949-07,TCGA-55-6986-11A-01R-1949-07,TCGA-38-4626-11A-01R-1758-07,TCGA-91-6847-11A-01R-1949-07,TCGA-49-4490-11A-01R-1858-07,TCGA-49-4512-11A-01R-1858-07,TCGA-91-6835-11A-01R-1858-07,TCGA-50-6595-11A-01R-1858-07,TCGA-55-6978-11A-01R-1949-07,TCGA-55-6983-11A-01R-1949-07,TCGA-91-6831-11A-02R-1858-07,TCGA-44-6777-11A-01R-1858-07,TCGA-55-6968-11A-01R-1949-07,TCGA-50-5932-11A-01R-1755-07,TCGA-44-6148-11A-01R-1858-07,TCGA-55-8513-01A-11R-2403-07,TCGA-97-8177-01A-11R-2287-07,TCGA-53-7626-01A-12R-2066-07,TCGA-91-8497-01A-11R-2403-07,TCGA-44-3919-01A-02R-1107-07,TCGA-99-7458-01A-11R-2039-07,TCGA-44-6146-01A-11R-A278-07,TCGA-55-8208-01A-11R-2241-07,TCGA-75-7030-01A-11R-1949-07,TCGA-86-8671-01A-11R-2403-07,TCGA-55-8087-01A-11R-2241-07,TCGA-S2-AA1A-01A-12R-A39D-07,TCGA-97-8174-01A-11R-2287-07,TCGA-97-7552-01A-11R-2039-07,TCGA-93-A4JP-01A-11R-A24X-07,TCGA-86-A4P7-01A-11R-A24X-07,TCGA-MP-A4TJ-01A-51R-A262-07,TCGA-86-8668-01A-11R-2403-07,TCGA-55-7284-01B-11R-2241-07,TCGA-55-8206-01A-11R-2241-07,TCGA-93-A4JN-01A-11R-A24X-07,TCGA-05-5429-01A-01R-1628-07,TCGA-93-7348-01A-21R-2039-07,TCGA-55-8097-01A-11R-2241-07,TCGA-69-8254-01A-11R-2287-07,TCGA-05-4433-01A-22R-1858-07,TCGA-69-7761-01A-11R-2170-07,TCGA-97-A4M1-01A-11R-A24X-07,TCGA-86-8056-01A-11R-2241-07,TCGA-55-8619-01A-11R-2403-07,TCGA-55-8299-01A-11R-2287-07,TCGA-55-8207-01A-11R-2241-07,TCGA-55-A57B-01A-12R-A39D-07,TCGA-97-8172-01A-11R-2287-07,TCGA-55-7728-01A-11R-2187-07,TCGA-NJ-A55A-01A-11R-A262-07,TCGA-55-6987-01A-11R-1949-07,TCGA-86-8076-01A-31R-2241-07,TCGA-38-A44F-01A-11R-A24H-07,TCGA-05-4249-01A-01R-1107-07,TCGA-86-A4P8-01A-11R-A24X-07,TCGA-75-7025-01A-12R-1949-07,TCGA-69-8453-01A-12R-2326-07,TCGA-55-8204-01A-11R-2241-07,TCGA-44-2657-01A-01R-1107-07,TCGA-67-4679-01B-01R-1755-07,TCGA-44-2661-01A-01R-1107-07,TCGA-55-A48X-01A-11R-A24H-07,TCGA-55-8512-01A-11R-2403-07,TCGA-93-7347-01A-11R-2187-07,TCGA-55-6971-01A-11R-1949-07,TCGA-64-1681-01A-11R-2066-07,TCGA-MP-A4TH-01A-31R-A262-07,TCGA-50-5942-01A-21R-1755-07,TCGA-L4-A4E6-01A-11R-A24H-07,TCGA-44-2666-01A-01R-0946-07,TCGA-05-4403-01A-01R-1206-07,TCGA-97-7553-01A-21R-2039-07,TCGA-55-6984-01A-11R-1949-07,TCGA-50-8459-01A-11R-2326-07,TCGA-97-7546-01A-11R-2039-07,TCGA-55-6983-01A-11R-1949-07,TCGA-97-7547-01A-11R-2039-07,TCGA-73-7498-01A-12R-2187-07,TCGA-55-7573-01A-11R-2039-07,TCGA-93-A4JO-01A-21R-A24X-07,TCGA-69-7974-01A-11R-2187-07,TCGA-99-AA5R-01A-11R-A39D-07,TCGA-50-8457-01A-11R-2326-07,TCGA-44-7659-01A-11R-2066-07,TCGA-44-5645-01A-01R-1628-07,TCGA-44-6146-01A-11R-1755-07,TCGA-55-7574-01A-11R-2039-07,TCGA-44-6147-01A-11R-1755-07,TCGA-97-8552-01A-11R-2403-07,TCGA-J2-A4AE-01A-21R-A24H-07,TCGA-97-A4M5-01A-11R-A24X-07,TCGA-44-6148-01A-11R-1755-07,TCGA-55-6985-01A-11R-1949-07,TCGA-86-8280-01A-11R-2287-07,TCGA-55-8621-01A-11R-2403-07,TCGA-91-6835-01A-11R-1858-07,TCGA-97-7941-01A-11R-2187-07,TCGA-49-AARR-01A-11R-A41B-07,TCGA-97-A4M7-01A-11R-A24X-07,TCGA-38-4626-01A-01R-1206-07,TCGA-55-7816-01A-11R-2170-07,TCGA-78-7540-01A-11R-2066-07,TCGA-97-A4M2-01A-12R-A24X-07
ACTBP12,4.2502832035,4.2306996865,3.7753563044,8.7488659564,4.2701667597,4.5525312174,4.4334594755,4.8018738848,4.1155751007,4.4790908007,4.3653596594,4.4494043921,4.2351034783,3.7753563044,4.2608112743,4.2934815812,4.528077844,4.5299574399,4.2647669929,4.1154975892,4.830605342,4.1099294693,3.7753563044,3.7753563044,4.2814032464,4.4517281007,4.2177527574,4.9852284717,4.3305363237,4.6718507168,4.4117568752,4.3894096022,4.7263661957,4.485488684,4.3086260749,3.7753563044,9.1044466598,3.7753563044,3.7753563044,4.2188784998,4.8922948202,4.4088848925,4.2676963843,4.2140092009,8.8578785895,4.3357102336,4.1165504915,4.6147659742,3.7753563044,4.2947194179,4.2087131686,4.4321342489,4.8227384636,3.7753563044,4.3706112556,3.7753563044,3.7753563044,4.281110744,4.5562209928,4.2323166135,4.6871884554,4.2792463649,4.2070325873,4.3704183654,3.7753563044,4.326530867,4.771426426,3.7753563044,3.7753563044,4.4595423098,3.7753563044,3.7753563044,4.2872904404,4.3428937825,4.3900038764,5.0986054812,8.5253137706,3.7753563044,4.0667391219,3.7753563044,4.2915917482,4.9107643244,4.6802029554,4.1690789549,4.2554483537,4.331606451,4.137397654,4.3361020035,4.3611006353,3.7753563044,4.3314979652,8.1938929115,4.1532287868,4.4367335461,4.467670523,4.8945963625,4.5861810663,9.1631421598,4.3995809787,4.1263277022,3.7753563044,4.4387184631,4.7512585466,4.5074508761,3.7753563044,4.3962786968,4.5040548657,3.7753563044,4.1179676049,4.2576176606,4.2451283517,4.1422167332,4.2088484297,4.1767662473,4.4141722373,4.6082688428,4.2633749761,4.49161642,4.3539013547,4.4098167617,4.3918531307,4.6656805264,4.0593445368,4.6147705648,4.2943931169,4.0786831843,9.0074418115,4.2799939464,3.7753563044,9.1897780528,3.7753563044,4.2452073908,4.1559556337,3.7753563044,4.3408856809,8.8155101061,4.4518115877,4.4186984324,4.3175832402,4.3187269256,4.4916136166,3.7753563044,3.7753563044,8.4337383388,4.1525697137,4.8268927482,9.7428122161,4.1317566372
ACTG1P22,4.2502832035,4.4166914536,3.7753563044,3.7753563044,3.7753563044,4.2276490863,4.2427045633,4.3762450764,4.4511755192,4.971798814,3.7753563044,4.2541272139,3.7753563044,4.3750123484,4.3685366165,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.6432110795,4.2557924616,3.7753563044,3.7753563044,3.7753563044,4.6718507168,4.5517178056,4.2111833671,3.7753563044,3.7753563044,4.5253408144,3.7753563044,3.7753563044,3.7753563044,4.2382213505,3.7753563044,4.2407971403,4.2251132157,3.7753563044,4.3933614962,3.7753563044,4.4008851671,3.7753563044,4.2645083085,4.9006628063,4.2947194179,4.6326624858,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.4745624339,4.2662251151,3.7753563044,4.2728010851,4.5604251352,4.5238936404,4.5399980978,4.5176199192,4.9758834276,4.583377365,3.7753563044,6.0453816689,5.1506057576,5.0959903243,3.7753563044,5.4079575122,4.2611407038,5.0908727784,3.7753563044,4.8789461126,5.8700044572,4.6957680647,4.5311113567,3.7753563044,5.2822231094,4.7921676183,5.6219452376,4.2765995483,4.9591683533,3.7753563044,5.3307267832,4.137397654,4.1731031055,4.6923589204,4.2776235058,4.0977653008,3.7753563044,4.9689703518,4.1082095354,4.9530461882,5.4563660884,4.9078828141,5.1041916095,4.7971205708,4.1263277022,4.3161016696,3.7753563044,6.0075030407,6.1106315542,3.7753563044,5.8254387444,4.8547108698,4.3323678484,4.7848841908,5.8613821605,4.3494569616,3.7753563044,4.5206976355,3.7753563044,4.4881512139,4.4991253752,5.1137577023,4.2844015888,4.5882402882,5.3477669597,5.0172854975,3.7753563044,4.0593445368,4.9468329398,4.5055319838,4.3787212053,4.3248873128,4.6408403183,4.9852951973,4.5883190901,3.7753563044,5.2081211836,4.9497182139,4.674903073,4.3408856809,4.3602171388,4.5541442659,4.560120022,5.3606799847,5.8201128498,5.2829475127,4.3116038032,4.5462647794,4.2491903457,4.3073187712,4.2538996379,3.7753563044,4.7045581399
ACVRL1,13.7070464587,12.9143725611,13.6055420912,12.8373458208,13.6214239274,12.8819781046,12.1529738426,13.6419516376,12.6945200196,12.6373887767,13.8350911476,13.0863994245,13.3989616094,13.6745968669,13.2942594624,12.9792279868,12.7290622497,12.8472099485,13.7450598386,12.8377883677,13.7302845738,11.6752124744,13.3736319179,12.1664977342,13.0416871169,13.2095680891,13.7136475928,11.5623962905,13.6040315882,13.3048779149,12.8992380437,13.8315082316,12.3629219156,13.1074347871,13.0940833179,13.7214501047,14.044659591,12.612889604,13.1237767249,13.9692334625,12.9956031912,12.5810874076,12.7472828181,11.3345194581,12.3103355192,13.4553530381,13.2951360207,12.2496390121,13.207772477,12.4101415253,10.98473719,13.7157602278,13.0391653522,11.6259686942,13.2757295812,13.3277654301,12.3842175633,13.3536361137,12.590432088,11.2700165805,10.6555407129,11.4368267488,11.0670896622,10.1481761916,11.0091188329,10.2343735985,11.5406041313,10.6356531694,11.4096787455,9.1237423104,10.9739974106,11.521995257,10.7208441172,11.6963655724,11.8249557865,11.2377877471,10.5087374166,11.3992929457,10.408242292,10.1550802878,9.5372835465,10.3111298341,10.39886389,10.0700337787,10.8035006066,9.7339166413,11.9838345259,10.4820367118,11.9943488955,12.2177760952,10.2672469228,11.0428494143,10.2329576922,10.4260550158,10.0308102844,11.157898768,10.5007015159,11.3132136866,10.2399762455,12.8297799007,10.4816889342,11.2511465676,10.0799434641,10.4509322531,11.0435373956,10.7636088259,9.9715561369,10.9279433878,10.6240958255,11.2441953867,10.2529572747,10.1892935191,9.9330657977,12.3024584523,9.9259180063,10.9677310716,12.2620954606,10.4388221798,11.5458748278,10.672526891,10.2081833924,10.4611247456,11.1490542703,9.7346971457,10.9296195097,11.1327522272,13.0951244577,10.3043018668,9.1125368485,9.8190442447,10.0594165314,11.0723533102,10.6090413895,10.4187005928,9.3045370449,11.8307163028,10.0392767297,10.5387177673,10.5560562058,12.5210058561,10.8190732373,10.9719735907,12.0968351118,11.1496378148,12.5513922007,10.4938740801,10.639600532,12.2203691942
ACY3,4.8192077299,5.7597976447,5.3934420401,5.3566481356,5.1313000048,5.6677499472,5.2009942478,4.8804441101,5.8119678194,7.5724808456,5.417425735,5.298784072,5.302422182,4.9505577616,5.5236845714,5.6566850519,5.7667134517,5.1806189965,5.0359469565,5.9311463222,5.6575060986,5.3696092406,5.2728712801,5.1316134654,5.0765514622,6.1109980543,5.4314654852,6.5671380794,5.0969714881,4.9479375358,5.4877025056,5.7223208035,4.9302216776,5.0731430007,5.4911519495,5.1898858159,5.2512165426,4.7542643652,5.5496457184,5.5503846477,5.3772484113,6.0776768553,5.62498331,6.0874766344,5.4887946335,5.7010264096,6.19579023,5.1922200957,4.9860353965,5.8162579709,6.5523189643,5.1982899105,5.1580946535,5.9117659335,5.4739857142,6.1425855123,5.9730025722,4.9848199759,5.4773808707,8.0266656798,8.1320453816,6.7594190163,8.0091057153,7.9618767482,7.5121815435,9.116491925,6.3241863177,8.3894937687,8.8405445498,5.8199287399,8.7809081854,7.1447965483,8.5852342853,8.1181645469,5.9176837538,9.1800740183,5.9850143648,8.6752317535,6.6363745529,6.6869826794,9.7630201461,7.7262544621,6.4430322505,10.0302315216,8.5120941397,8.4740081607,6.8786998677,6.836040878,7.8178809211,7.0673887006,6.5006709434,5.4334416538,6.5821498496,9.866567587,6.95309391,7.6333280496,7.4455671602,8.9882074978,6.1351052019,5.3467786666,6.4183420112,6.8595509897,6.3874910013,7.4125907198,6.5009045021,7.5662937675,7.6723356478,7.2889549939,7.7380425544,7.6396310954,7.813923338,8.2671616754,7.8586011701,5.4372831884,4.6154321667,9.2803492541,6.0185909585,7.9690300137,8.1350990653,6.3505512965,8.7047939348,6.8626973301,5.9579662018,6.4261767664,6.6417815033,6.5067984999,6.0157986041,7.0227315582,6.7654342407,6.9683008998,9.6707852174,6.6473355118,7.0054882861,6.6955906143,7.3454093506,8.1407390559,7.7383045016,7.1100423446,8.0629041117,7.3560051485,5.9178325063,9.2813315234,7.5037944589,7.5495685535,5.8837088062,5.4184379052,9.6861839602,7.4717765041
ADAM12,6.754928935,7.775346674,7.0339419849,7.0568854142,5.9486359178,6.9650566362,7.3311512257,6.7160295227,9.2617502322,8.4340958782,7.2097926052,7.904896259,7.6961676895,7.5200943084,6.7417135937,8.1890371255,6.6134467653,7.1131774397,7.0851259415,7.6160898965,6.8548835426,6.710766508,6.4143931967,7.9320603159,7.2325635009,7.2314938471,6.5972648486,8.7105180915,7.0522823897,7.5183034378,6.5824916242,7.5315723565,7.2971571907,6.9940021307,8.0504069989,7.4708970434,6.7768114682,7.4565944177,7.2201038322,7.241887113,7.4461216868,9.0018923747,7.4732360453,8.4229088808,7.4646265269,6.744403829,6.540429258,6.4193089289,8.2765028877,7.8180494651,8.06032013,7.3326853842,6.7214944296,8.8396974879,7.7994896455,7.521944465,7.9790936001,7.0929419073,7.4589020367,8.2601985198,9.3464366424,9.6739775715,7.6481749476,9.7581376008,10.1605318164,6.6784972291,11.347338612,11.891948366,11.2212649002,6.7372414776,8.5375129265,7.8831207274,7.9887976589,7.1421421353,8.8459099953,12.0512655895,9.1485136914,8.0109910821,7.6733824619,9.7023735805,9.0213945211,11.1691831791,7.2311583957,8.1924107721,7.4618855655,10.3222391327,6.5525772647,8.1728469673,8.1211689064,12.0074167783,9.7915482368,9.9418084409,8.0715590139,8.0949846579,9.2034715017,10.6009377145,10.4094404394,8.4331938933,9.3269262743,7.5705479016,8.0905407434,8.0623370108,10.6734446448,8.2197997615,8.6728811413,9.6249591138,9.1282850463,6.6425260771,10.4747677653,10.6939957184,7.9530436202,8.8526466622,6.7359267767,7.9573694949,7.1147702243,8.265478499,9.1397577036,8.0928479017,12.8878652999,7.6857126964,10.8759397659,8.0853309372,6.995300966,8.8555955474,10.3894454176,9.9646954485,9.2884231715,8.674496556,7.8224834315,8.0767810208,5.9464449668,11.35091586,9.2294594678,7.7962177287,6.9530877163,9.1928717737,7.2851812975,10.6926511576,9.1411010714,9.3748566279,10.8836352612,7.900992771,8.2192034399,9.511450116,10.5132774405,10.6798766517,6.2079295345,7.9660768342
ADAM28,8.7472936992,9.1204325787,8.3266974824,8.8546424027,7.7712571089,8.4277322982,7.3047448366,7.5810998413,7.7869413083,10.1441932977,7.7611658455,9.2525786216,8.0654984516,8.6699861076,8.6131340377,8.375407819,8.5090011871,8.804914119,8.0075528261,9.4417835984,7.3240566265,8.4908261349,7.9712141586,8.3165013894,8.4592168129,9.2837011914,7.3954826645,8.6383554909,7.5107865925,8.0895069978,8.2559250793,9.319753293,7.9937205192,7.5870824332,7.9978291141,7.4708970434,7.6243988137,8.0431824718,7.927241437,8.2003620533,8.1204588204,9.0056654248,7.8722445296,9.0558002664,9.5312750811,10.2687651424,8.4352969622,8.4942839666,8.3101438883,8.9201072753,9.022277325,7.8233286923,9.0639476094,9.2378762306,7.9454803707,8.7438860075,9.248090563,7.6304308182,9.9923841916,11.8209476797,9.9127918283,10.2897368868,10.5750038785,10.653658755,10.2602273909,14.2851323229,11.6052724334,12.2976359892,10.6095901497,8.6144633697,12.3537835649,9.2590413165,13.5812811554,9.082675355,9.2565130863,11.2237836374,9.5929354809,13.4047734421,9.8853808319,9.436834148,13.3120982489,11.7603275932,8.7991957784,12.2542182222,12.3366432249,13.910715141,9.2720927838,12.0839934663,10.8425194335,9.743192239,9.5392542737,9.9119120229,10.30745852,13.7818367609,11.194219674,10.5645355807,10.2693921268,11.908686417,9.6387957323,8.9639209791,11.7562697646,10.8441674715,11.1792760324,10.6559634041,9.1568786377,10.8358750293,11.7972615377,9.9181316643,10.4525714649,11.0487427652,10.3189695465,11.270304662,9.8882506626,8.855934088,8.6042231924,12.6916927036,11.1406165795,13.4967959138,12.3338426357,8.6793884349,11.4970082508,12.8041250735,8.0418988802,11.0014274451,12.162416554,10.2660336676,10.0302424019,10.3263426061,10.207377115,11.049033826,14.2280933343,10.8612979958,10.8765930919,10.80041373,10.173169163,10.8026769388,11.8446561443,11.524112985,10.0488373542,10.0092360439,11.1691198236,12.5230214212,11.3468985861,10.7855114781,8.3029345409,8.9850232366,13.4348944869,9.7473764979
ADAM8,8.7672821079,9.9770720121,9.6178731404,9.7648725506,8.4534423245,9.4002276235,8.4635044471,10.3599076692,9.3216498358,10.7902345043,9.3248908576,10.019231871,8.9235308923,10.4250031814,8.8198335691,10.4327423452,10.0216819008,10.3281289805,9.9670167191,9.5310068468,9.4690546107,8.7485403727,8.6359811338,9.8913099005,9.0887071033,8.949675832,9.0353259965,10.2949090489,10.4273429474,8.2601471586,8.62144792,10.1567950383,9.9255988384,8.7644187138,10.0809382571,9.169367073,9.4429636115,9.4221154252,9.9022485336,9.5602679152,9.6857829963,9.5040060406,9.3412854331,8.5265055201,9.6557076242,9.6392742625,9.6543194205,8.6337494714,9.3096569396,9.413305323,9.6077956008,9.5276634806,9.905515824,9.600507404,9.486842461,9.7945944589,10.0027191509,8.9147388791,9.1745336605,11.0510798772,12.5400470474,12.3406791459,11.2755279404,11.4104742397,11.8073270729,12.5713516004,11.5555087768,11.3969543073,12.3128568459,12.0469233177,12.4404280833,9.2918930986,11.9138952315,10.2398749038,11.9798843619,11.4077263696,12.7740306543,12.7611306348,12.3450455933,13.2306391883,10.4735449126,11.6413822492,11.320083733,11.8781078998,12.3302261926,12.9676439223,10.9432620945,11.3831269773,11.8444054914,12.2681694699,11.4158636561,11.9384194902,11.6979040841,13.1264292024,11.2447794561,11.7852410757,12.3001493637,11.8811477992,12.2362201118,10.9848547367,12.597990046,12.3325811825,11.5577307006,11.5335246747,11.6823093157,11.190412983,11.9189123174,12.2732313863,12.1728656103,12.2193396563,11.7768329168,12.2193338463,10.4878536587,11.6936202361,10.9985712132,12.3298745502,11.8307448327,11.9748705132,11.9482788951,10.743698499,11.2347292207,10.8555247783,11.8494161583,11.9292478747,12.942101703,10.3470084228,11.4178028549,11.5430919508,10.6234876802,11.7426736786,12.6583079169,11.7314299701,11.3511789242,12.2617511246,11.647957848,10.2404677282,9.6526392185,11.4877208368,11.9583326468,11.3045542503,12.0523790972,10.7317244247,10.1179267366,12.6692231033,11.550484492,9.7678057694,11.3386343533,10.6547883587
ADAMTS14,6.4364896056,6.578469939,5.2364294488,6.4427700113,5.7780540902,6.6851787295,5.3832613967,6.6819747871,6.9244584144,6.7345743607,6.1779428293,6.000599758,4.8791537385,5.943394263,4.9832827102,7.3309291104,5.8702606961,6.1167418439,5.9674433957,7.3222167587,4.9490050902,5.4261973519,5.6446234722,5.943369779,6.6246051284,5.9330863783,5.5463400501,6.206408423,5.9373017025,5.7916726381,5.4387054901,6.1699159653,5.9387736504,5.9443294847,6.2481163357,5.974660924,5.8919504859,5.7929376775,6.1335297687,6.3664054792,6.1745447878,7.013871655,6.0167112293,6.9402664892,6.948272769,7.467093133,5.8377744107,6.2118462923,5.889225953,5.3476371824,8.4987279287,5.2929466633,6.8799145792,7.1212629216,5.6326802142,6.6336045172,6.582750339,5.7695096306,6.9212219983,8.0343300628,8.6734278397,10.2267891199,7.1514320308,8.6763228103,7.8134336232,7.0794065238,8.7273008567,10.8619683928,8.909866257,6.1667621076,8.812548209,7.6468316422,7.3565371415,6.4389147276,8.6987497411,9.1663497765,8.1162564071,7.5924624833,7.1846418662,9.2405297578,7.5654656462,9.2779671866,8.1174066602,7.6976791059,8.1643891642,8.2768556655,7.7456220206,8.0524852191,8.4957102692,9.5469354082,7.4931834089,9.2355846184,8.003955191,11.0649920033,9.7663542377,8.1542316549,7.9186270801,9.1125842583,8.3117969219,7.9597717351,8.5164063757,9.59536003,9.0492641962,7.8870873708,8.0234476487,7.1670167014,8.833071282,9.0756472794,7.8973150589,9.7133893285,7.0938093677,8.1810961202,6.1978963355,7.3083218932,9.4479476943,7.0586739538,8.0868155319,7.8659349008,11.3721369205,6.1003265818,9.0848769877,7.7595658664,7.054915349,7.083881366,9.576400452,8.4055802181,7.9114547728,7.3666272475,7.5340472806,7.2290034234,7.213904615,9.7248904145,8.0776439183,7.6610737675,10.6284412697,9.5557486477,8.4162023237,9.9918873388,7.6578167671,7.9979114452,7.5832120021,9.6603793807,8.8308948067,9.0171057711,8.7093513002,8.7374852529,6.6079033881,8.4829463618
ADAMTS8,10.866898504,11.6594356255,11.3138469901,11.9545683209,11.8161136221,10.7107007757,11.2060816717,11.3766438083,11.0265054852,10.5544702235,11.651442341,10.6945491433,11.738435738,11.7078773379,11.1838939207,11.0138399046,10.9270651575,12.3101375619,11.2708769377,11.8109753027,11.2134573048,10.7566727095,10.7584577826,11.7506181751,11.2928523073,10.4084077647,12.4119713954,9.6925243107,12.4856860152,11.4877616909,10.3352194603,11.7582910218,12.0267431978,11.3129738829,11.5236757595,11.9609625043,11.9779466014,10.6965218056,12.0975099157,11.5538519924,11.8573879746,10.0628801268,10.241684218,10.4231792123,9.8402239385,11.4041172252,10.6292090702,11.0435713197,11.8447491446,9.803454651,10.5373827649,12.0556328794,11.3943624602,10.1356221297,11.7907823735,11.4781768342,10.9743758369,12.1574272206,10.9353964118,8.8984572324,8.3564643655,10.3911225017,10.0325909232,9.0296065739,8.8124289968,9.1630832103,7.2054731406,9.7685769143,9.0364237549,9.1492277145,9.2624651222,8.8619712897,9.3824206232,10.860832893,10.0905590259,8.614405478,8.3766084132,8.9579581066,9.6469500651,8.1960663145,6.5624122362,7.5817592151,9.4784080366,8.9822099655,8.9743040564,6.9874695518,10.4586808226,7.7414174308,10.7621051229,6.8511674915,9.1623549497,9.4641477212,10.5671365337,7.6488554258,10.2446804095,7.4052049492,7.4999800061,9.7621116102,7.5072163474,11.4480081204,9.6187627366,9.4750449732,7.3036783369,9.3207648387,8.1454132459,8.6820315208,9.1144116396,9.3447104025,8.1787107736,8.206876654,8.9974872296,9.238223916,8.0611388406,9.5598767264,8.9552808776,9.1832066685,10.0830250111,6.3873480733,8.511643927,11.1438815632,7.4285371266,9.3153897163,9.3428415003,9.1258222557,8.7722004572,8.3147471577,11.4351938047,9.9379911839,7.6332508626,9.7174888719,9.0911934799,7.395735493,9.2363576981,9.4468660502,9.7109073748,9.6044945145,7.6452048008,8.2394199804,9.6336060508,10.2919648317,8.7881699293,9.3236166544,10.7345610338,8.6203843167,10.0530086944,6.2148154711,7.6474917312,10.5406458356
ADCY8,8.5651556078,7.4385588307,6.1413503874,8.6801784973,9.2435105689,8.4944845121,8.0465610642,8.2758789833,7.4616161122,7.5209233708,6.5710678946,8.4043770025,9.4313435658,7.9786174193,5.318424017,5.6003089223,7.6571113036,8.3189100305,7.2615229567,5.3021977245,7.8782228497,6.5918019994,8.8666484513,8.1275240251,7.6194046494,8.0788182352,8.6671050512,7.0681424161,9.1959387259,8.5868811573,8.0497212271,6.7650758232,7.856003711,6.9142667496,7.5990444485,8.4170725571,8.7158383287,7.1429850574,6.3696972539,7.6433283271,8.1645979239,5.2716983544,7.149766449,8.3228285915,5.3114185654,7.0572744093,5.0572864232,7.8253013719,8.6931909101,7.6076381546,6.1455777348,8.6152016096,7.82727137,7.7370900944,7.6369044379,7.0505387271,7.2687723993,8.3638308096,8.0367431622,4.7809467936,4.5238936404,5.6635059723,4.2070325873,4.0744649274,4.8648762518,4.326530867,4.5241829756,4.3119584731,5.6204404153,4.3357125772,7.7170804605,4.0567048719,3.7753563044,7.493271196,5.9593289441,4.8677716223,4.5757393913,5.8439541581,5.0691212822,4.8862917755,3.7753563044,4.3539399262,4.6802029554,5.4083090182,4.8301821119,3.7753563044,6.2991930118,3.7753563044,5.8403173353,4.1314049124,4.3314979652,5.0991406468,6.150547273,4.4367335461,3.7753563044,4.858357257,4.5171175596,4.3337404819,4.3169909327,8.9087201672,3.7753563044,5.5534957993,3.7753563044,5.1407665751,4.7769046381,5.9784068795,3.7753563044,4.3323678484,4.4558639697,4.9310118535,4.3494569616,4.407423352,3.7753563044,6.444824973,4.5546416467,4.4371956509,5.5587346566,3.7753563044,4.3539013547,4.5060510828,3.7753563044,4.2947711533,4.1763331826,4.7106775656,4.7975229808,5.1188609553,7.418439371,3.7753563044,4.8999696884,4.8407184389,4.8037356468,4.703146224,4.530127093,5.537322659,4.1765175313,5.1271597148,9.1489514147,3.7753563044,4.9230991408,6.9208133821,4.7158923506,4.3933955043,5.5685537428,4.3543995164,4.4761593875,4.1145094526,4.6003121094,5.4638585209
