gene_ids,log2FoldChange
C18orf15,2.5206378755
RN7SL513P,2.3380108984
C3orf67.AS1,3.0657475247
KCNMA1.AS3,2.3546230706
ENSG00000279883,3.2619390199
KCNJ4,2.0915306097
ENSG00000199977,2.6332473647
HMGB1P21,2.2253589825
ENSG00000260033,3.952126381
LINC00705,2.4079215278
NDUFB4P6,2.1063850348
SNORA63D,4.1220728673
ENSG00000260725,2.6407518964
ENSG00000232680,2.1058483461
ENSG00000266100,3.6419103226
RPL7P25,2.3204365835
ENSG00000226599,2.7483739773
ENSG00000228368,2.8208601825
RPL12P29,2.0301490944
ENSG00000270799,3.0862285362
OR1J1,2.0834450806
RPL37P3,2.5205487658
SCAND3P1,2.7245394849
GPR12,2.1083977622
RNA5SP111,2.1137650851
ENSG00000273093,2.1792585511
ENSG00000232290,2.5220811939
ENSG00000223973,2.3314736951
ENSG00000225934,2.0371956687
GAPDHP49,2.5091361633
ENSG00000227432,2.1224462296
FMR1NB,2.5549498505
RNU1.13P,4.3617111496
RN7SL836P,2.4453612892
ENSG00000274507,2.3217742646
SPRR2A,2.3064276316
HIST1H4F,4.700218174
ENSG00000276048,2.2719274227
IGKV1OR9.1,2.1011151241
TBC1D3P1.DHX40P1,2.7187707989
ENSG00000280348,3.6393572713
PAX3,2.4476552923
AIRN,2.9636000689
MTCO1P15,2.2825395848
ENSG00000279616,2.3989793919
ENSG00000237567,2.4900734155
BNIP3P8,3.3053963951
BMP2KL,3.9944549856
LINC02228,2.6341616315
ENSG00000249815,2.8294609284
RN7SL116P,2.8885257825
ENSG00000267055,2.392280017
ENSG00000236390,2.753124062
ENSG00000236911,2.5013572603
IGKV3D.25,2.1632165593
ENSG00000232762,2.4306267875
PDHA1P1,3.536528063
ENSG00000279996,2.4149863283
MIR544B,2.0810134879
ENSG00000279679,2.9108683771
RFPL4B,2.8508692173
HTR3B,2.7365619309
HSPE1P13,2.9965024294
ENSG00000224626,2.4119043953
CT55,2.1822726038
ENSG00000248373,2.5031353855
ENSG00000274397,3.3628742786
ZNF729,3.540179944
ENSG00000255583,3.0401042943
RASA2.IT1,2.9898888219
KRT34,2.5689171703
ENSG00000259735,2.308503973
ENSG00000267476,2.1793785931
ENSG00000257194,2.0152585282
ENSG00000243423,2.025575477
HMGB1P51,2.8976672121
TMPRSS11F,2.5469796866
DPYD.IT1,2.0959854243
ENSG00000231156,2.0892128247
ZDHHC4P1,2.1673273001
ENSG00000240328,2.7312790716
TPRKBP2,2.4190918554
RBISP2,2.4135678768
RPL7AP3,2.0895260738
RNU7.48P,2.3838362806
RNY1P4,2.0847444251
LINC01845,2.3357474033
ENSG00000255886,2.6306443526
HSPA8P19,3.027047659
CDC42EP3P1,2.8312876338
ENSG00000257769,2.0686531386
PASD1,3.9860698582
RPS17P11,2.6422376451
ENSG00000267665,2.1868206609
ENSG00000228714,4.272567555
SCARNA1,2.8550347939
ENSG00000242021,2.5520751114
MIR5692C2,2.3016662649
ENSG00000259474,2.0755621794
ENSG00000230815,2.5040102437
ENSG00000227309,2.2663771137
CGB3,2.3650550371
SNORA58,2.2654469411
RPL6P2,2.1297189726
LHX3,2.3778274827
RPL36AP33,2.8106066687
ENSG00000255871,2.7906865297
ENSG00000223492,3.7613769342
ENSG00000279645,2.1852552653
PMPCAP1,2.7382499029
RN7SL507P,2.9547391121
LINC02484,4.8403967464
GPR26,2.393400327
ENSG00000231317,2.9857093133
ZNF680P1,2.2993106425
SPATA31C2,2.2085050394
ENSG00000225505,3.5772519508
ENSG00000270575,3.2380553549
MAGEA4.AS1,4.8538790156
NEUROG2,2.4270754839
ENSG00000258081,2.2712142476
ENSG00000274701,2.2658223138
BANF2,2.4971430826
SLC25A24P1,2.4297720406
OPRM1,2.1845503096
ENSG00000236636,3.4965799672
RNU2.63P,2.8828723562
ENSG00000267529,2.3051278279
ENSG00000234358,2.2605592848
TPM3P1,2.0122659056
ENSG00000273933,2.1150173371
HMGB1P7,3.3730381156
ENSG00000256314,3.2643311155
ENSG00000280227,3.3979976816
LINC02527,3.3462409209
EGLN3P1,2.4348231459
ENSG00000230153,3.4517956146
ENSG00000231418,3.7255437709
ENSG00000258380,2.9526686828
RN7SL434P,2.2855421396
CPS1.IT1,3.8467834409
ENSG00000252975,3.4306132478
ENSG00000224535,2.2146616478
ENSG00000185296,2.0843764786
ENSG00000262119,2.0485694026
ENSG00000225311,2.629074162
SMAD1.AS2,2.9118764418
ENSG00000228292,2.849334883
SNORA40B,4.0835499567
NAALADL2.AS3,3.6675229824
ENSG00000249678,2.9512348366
ENSG00000228154,2.1051811676
ENSG00000271332,2.5939308142
ENSG00000258320,3.3859104918
MIR1205,2.9159655949
ENSG00000258240,2.3962411797
PSG6,3.6673636969
ENSG00000200888,2.0942037268
SNORA11B,3.169878299
RN7SL141P,3.3947551813
CCNB2P1,2.5740457212
ENSG00000198555,2.72338062
LAMTOR5P1,2.0397677615
STX18.IT1,3.0588606984
ZBTB8OSP1,3.5402586318
ENSG00000250980,2.1952204939
LINC01362,2.2008873332
ENSG00000260865,2.2173352289
ENSG00000199630,2.6244309544
RNU4ATAC16P,2.7245579569
ENSG00000253530,2.0543008938
ENSG00000255882,2.4230567666
ENSG00000259265,2.8126450882
ENSG00000227279,2.8387124056
TPTE,4.2026732157
ELOCP33,2.4694206784
RN7SL166P,2.6885306775
MTCO1P19,3.4566529156
ENSG00000277911,2.1812553197
EVX2,2.8098275649
ENSG00000259999,2.2833186322
RN7SL508P,2.78963623
ENSG00000261646,2.242646387
ENSG00000233340,3.7891103439
ENSG00000253539,3.3818153377
ENSG00000239671,2.3202069007
ENSG00000264754,3.1442620527
ENSG00000200120,2.3488418056
ENSG00000253130,2.3079656389
EIF4A1P11,2.2594870433
ENSG00000277748,2.4932869564
ENSG00000229751,2.343405172
ENSG00000230506,2.1477695379
LINC02505,3.2628981685
CACNG5,2.2783843771
PRR13P1,2.9814983822
ENSG00000227673,2.2426977498
ATP5PBP3,2.3347078131
LINC02196,3.2117037703
ENSG00000280068,2.4024723358
CNPY1,2.2068119875
RN7SKP230,2.6507658972
ENSG00000231937,2.9009306328
NLRP8,2.7425155119
CGB8,2.8927712895
SCARNA3,3.8994163043
ENSG00000227064,3.3699274011
ENSG00000248758,2.4761715604
ENSG00000227197,2.9315658673
LYPD4,2.5679467688
DGAT2L6,2.0141159963
ENSG00000230569,2.9840401178
SNRPCP4,2.4600697067
ENSG00000237249,2.4221876545
ENSG00000244730,2.7115190684
ENSG00000267587,2.5903982506
LARS2.AS1,2.2252827305
DUTP7,3.3556130302
FAHD2P1,2.2386693174
ENSG00000206846,2.038490663
RPL21P121,2.0709319752
ENSG00000226890,2.2337535319
ENSG00000227950,2.5327000946
ZNF723,3.2320268841
ENSG00000255097,2.7235188522
ENSG00000270893,3.2555894719
ENSG00000248165,2.3502011915
ENSG00000231877,2.1463728693
ENSG00000235347,2.1341576185
ENSG00000279985,3.1836497775
ENSG00000255965,2.4555688248
ENSG00000214354,2.1513895936
FBXW7.AS1,2.2758663028
ENSG00000270401,2.0514484856
ENSG00000255580,3.1542454256
FAM238B,2.468740039
ENSG00000217488,3.8277811159
ENSG00000235669,3.1137203156
ENSG00000253550,2.4327045528
ENSG00000278531,2.5922813339
RNU6.577P,2.4392757854
ENSG00000241537,2.4763451146
ENSG00000253269,2.2822497993
LINC02141,3.4706652062
RN7SL398P,3.8516090595
APOA4,3.1055954539
LINC01297,3.051850817
ENSG00000236324,3.402553152
ENSG00000235869,2.1843893314
FTH1P24,2.2243866973
BPIFB6,3.2958289457
LINC02294,2.5961530339
NBPF6,2.7320264921
ENSG00000232906,2.1813938748
DISC1.IT1,2.0795626371
MDGA2,2.2779336397
RPS12P16,2.2913145087
ENSG00000280205,2.1039930717
ENSG00000249053,3.6577210088
RAI1.AS1,2.3426817485
SNORA19,2.43695828
LINC02582,3.2314756663
ENSG00000230782,3.0218593356
ENSG00000237704,3.5089918044
NKX2.2,3.0123312622
ENSG00000258337,3.1480248711
FAM204BP,2.4713268015
ENSG00000254302,2.633556336
ENSG00000259672,2.4960793825
OTOR,2.2165585499
ENSG00000249803,3.316792205
ENSG00000271146,2.3883130913
ENSG00000232031,2.7791161266
BTBD17,2.2204213948
ENSG00000203437,2.2120566833
MIR4742,2.2434838997
DPYD.AS2,2.5745357193
ENSG00000255565,2.3783757711
NDUFAF4P4,3.0697382323
ENSG00000253715,2.6328291409
CAPZA3,2.4249821035
ENSG00000260392,2.1697496874
ENSG00000279562,2.5276592705
RNU7.84P,3.0200863967
MARCH11,3.6659696098
LINC01202,3.9721911902
ENSG00000255340,2.2723571224
ENSG00000232915,2.8585811106
ENSG00000228073,3.3269365396
ENSG00000255084,2.1915713459
ENSG00000226984,2.4587568872
RN7SL356P,2.3918330085
ENSG00000270140,2.0651136334
ENSG00000253385,2.2342489666
ENSG00000279032,2.8219877193
RPL6P12,2.7807645653
BLID,2.8602649107
ZBTB20.AS5,2.418102825
ENSG00000275927,2.2959759188
EIF2S2P5,2.9726236678
ENSG00000231357,2.4531857782
RNA5SP268,2.1429790601
TRPC5,2.1826170398
ENSG00000214111,2.1677582518
ENSG00000249577,2.0110560523
COX5BP3,3.0736310671
ENSG00000264196,2.1928855258
ENSG00000253400,2.6465074787
ENSG00000279463,2.2023473151
SMIM36,2.328024015
GAST,2.7951446488
ENSG00000270390,2.6224193358
ENSG00000277011,2.499327662
KCTD4,2.1889082594
ENSG00000255433,2.4737970777
ENSG00000280036,2.5417915924
ENSG00000260476,3.1479758383
SELENOOLP,2.3565658665
CHODL.AS1,2.4386219645
ENSG00000279957,2.4166375786
ENSG00000233367,2.7199358024
ENSG00000219712,3.2234547449
AURKAP2,2.1856438555
ENSG00000224733,3.2898849575
ENSG00000280414,3.1176662566
ENSG00000232327,3.0876485967
CNBD1,2.3769123926
CBX3P3,3.1430894051
MTND5P2,2.442946881
SNORD53,2.3468462966
MRGPRX3,2.2098877943
ENSG00000236235,3.418294843
ENSG00000234361,3.8258663035
ENSG00000276375,2.1462541095
ENSG00000279340,2.2659689513
BNIP3P22,2.0475133783
ENSG00000266965,3.0766683591
VPS26BP1,3.2981131219
ENSG00000215720,2.0410502701
RN7SL559P,2.0036429873
ARHGAP36,2.6823619076
SMARCE1P1,2.1100923355
TIMM9P1,3.4366355678
ENSG00000255327,2.6718665987
UBE2V2P4,2.4981701964
ENSG00000259309,2.1145141129
ENSG00000259926,2.0055377189
FTH1P25,2.4686775716
GPR1.AS,3.0357214572
ENSG00000233848,3.1394878761
ENSG00000224984,2.1904745595
RNU4.24P,3.0107807733
NDUFB4P1,3.2661170627
EEF1A1P32,2.1136941548
RNU6.1283P,3.321341186
NDUFAF4P2,2.0166045674
ENSG00000279379,3.4387868412
ENSG00000233928,2.942572729
MED15P9,3.4486096355
ENSG00000229822,2.4594629649
ENSG00000261146,3.686983336
RN7SL359P,2.7794761848
SETP10,2.8041962762
HTR1DP1,2.2664536512
RPS16P8,2.6575663861
ENSG00000278863,2.271903819
RPS27AP7,2.2006063404
SNORA51,2.2067156641
HMGN2P35,2.118154581
RPL36AP41,2.3662738933
ENSG00000201882,2.4137095966
TCHHL1,2.9730036709
OR7E104P,2.4999881232
METTL21AP1,3.547486595
LINC02443,2.2514240944
MTCO2P19,3.3108100693
RPL13P4,2.1321094898
ENSG00000261692,2.1989174916
ENSG00000273675,3.7043890313
ENSG00000279814,2.7140019643
ENSG00000279501,2.9468116081
ENSG00000234136,2.0226241002
SINHCAFP3,2.1721133776
MCHR2,2.5064714569
ENSG00000224007,3.047491872
ENSG00000253536,2.8038968459
ENSG00000223867,3.7214161015
ENSG00000280321,2.4661067861
ENSG00000261394,2.1558616466
ENSG00000228988,2.513991619
HOTTIP,2.3720937754
LINC02266,2.045856439
LINC02260,2.4843159867
RAD17P2,3.1177073762
RNU7.181P,2.5633705853
ENSG00000212458,2.6804777541
LNX1.AS1,2.27458649
CARD18,3.5671957175
MYLK.AS2,2.0025601055
ENSG00000229846,2.4836604693
RNU1.88P,4.299897127
ENSG00000279598,2.2141640816
ENSG00000255960,2.4152837583
CYCSP38,2.1851624419
RNU1.70P,2.4296010905
ENSG00000256254,2.2892458199
RN7SL735P,3.5402549627
ENSG00000264785,2.1897722323
ENSG00000272457,2.1175891504
ZFP42,2.0269468705
ENSG00000224669,2.0442374032
LINC01470,2.1578454716
ENSG00000253088,3.5433917088
ENSG00000249926,2.3905022103
TPMTP2,2.7574625869
ENSG00000259161,3.0536592549
G6PC,2.6714203981
ENSG00000212567,2.5069522793
ENSG00000253532,2.4522960203
ENSG00000218757,3.0094378189
ENSG00000255296,2.6400151356
HMGN1P2,2.2669247906
TMPRSS11GP,2.7985508029
ENSG00000230696,2.2991447157
ENSG00000250954,3.7751554434
BIRC6.AS1,3.3944418513
ENSG00000270387,2.8716416216
HIGD1AP17,2.8113272783
POU5F1P5,2.3005594946
ENSG00000250267,3.0205783264
ENSG00000254060,3.4142054113
ENSG00000238713,2.1192459052
ENSG00000235096,2.0899906367
ENSG00000271776,2.3400392529
ENSG00000201376,2.226451827
ENSG00000269993,3.3219939517
ENSG00000227681,2.1868806639
ENSG00000276393,2.3042791869
HAO1,2.3835197991
ENSG00000212195,2.1576077868
GAPDHP51,2.4660587411
RN7SKP240,2.329145865
ENSG00000278487,2.1095467917
HIST1H2BA,2.8229998538
BNIP3P30,2.2509435216
ENSG00000256350,2.6469976346
ANKRD30BL,2.3873189615
RPL23AP36,2.5903364171
RNU6.1143P,2.265489775
ENSG00000259532,2.3530413568
RPS27AP13,2.070370928
ENSG00000238966,3.0528487487
MIR3136,2.1898354775
ENSG00000265128,3.1004486417
ENSG00000217512,2.8552269965
FAM25A,2.6983578768
ENSG00000262516,2.1372819183
ENSG00000231509,2.0735806159
ENSG00000201592,2.2062611197
ENSG00000254330,3.630711818
PSG5,2.4179375719
TEX37,2.1555943555
ENSG00000280180,2.9898327241
OR56A3,4.2150332549
LINC01210,3.82416498
ANKRD62P1.PARP4P3,2.2601123749
ENSG00000270314,2.7173329757
ENSG00000279021,2.6882520814
TRIM48,4.7545055834
PRSS48,2.0078113812
ENSG00000261544,2.4874320558
ENSG00000230684,2.4090132702
ENSG00000279703,2.389076128
ENSG00000270577,2.3885970247
C10orf71.AS1,2.132524806
RN7SL220P,2.250670485
KCTD9P5,3.387145548
POU3F3,2.3394786273
ENSG00000254261,2.0796897723
OTX2.AS1,2.185987626
ENSG00000270846,2.7451099258
ENSG00000233993,3.5268668701
TENT5D,2.0131953389
S100A7A,2.8698164921
RN7SL144P,2.7723164748
ENSG00000207326,3.2661195874
ENSG00000249102,2.5964079402
ARL4AP1,2.8859910959
ENSG00000226782,2.262581229
ENSG00000269729,2.0792788264
RPS29P21,2.5388198388
ENSG00000254325,2.2125426954
ARHGEF9.IT1,2.153189878
ENSG00000253687,2.3848767072
ENSG00000262708,2.043698062
ENSG00000202222,3.4325594498
RN7SL246P,2.1334520793
MIR320C1,2.1339889205
MTND1P9,2.4774903939
ENSG00000259098,2.1319993512
ENSG00000267706,2.1968655288
ENSG00000266369,2.2916470612
RN7SKP71,3.7499665517
ENSG00000225755,2.0274712925
SNORD11B,2.0224186611
DSCR4,4.5873355129
RN7SKP8,3.8332013928
ENSG00000251054,2.2863274954
ENSG00000254205,2.652839212
SNHG27,2.9297065323
PRLHR,2.5369634126
MIR1296,2.5500294271
ENSG00000231476,2.6770653045
LINC02312,2.876536196
MIR5692A1,2.0920396752
ALLC,2.211052602
ENSG00000275315,2.0237302837
RPL23AP17,2.5664251871
PCNAP4,2.3502315048
ENSG00000273768,2.5070779678
SCARNA11,3.0409976318
KRT33B,2.4139321581
NDUFA3P2,2.3878236782
FAM83C,2.0480320772
RN7SL711P,2.3179828657
ENSG00000254044,2.114069717
ENSG00000212187,2.0447629103
RNASEH1P1,2.580308146
HRH3,2.3570345535
ENSG00000212342,2.3083257058
ENSG00000259202,2.9460514482
NDUFA8P1,3.2952468743
ELK2AP,2.0879794308
FAM230G,2.1761150516
ENSG00000240097,3.0214538789
ENSG00000202374,2.3952159856
RN7SL57P,3.6485775605
ENSG00000269189,2.3834798251
TVP23CP1,2.4925459244
DUXAP7,2.3745960215
ENSG00000226545,2.2454503124
SIX6,2.1495895605
RNU6.761P,2.0502545651
IFNK,2.8309369154
LINC01346,2.9477068953
ENSG00000226410,2.2007053277
MIR644A,2.7064567895
ENSG00000280441,2.189518774
DPRXP1,3.2425849678
RNU2.6P,2.599201177
CCKAR,2.4530573624
SLC6A18,2.1319652447
ENSG00000227948,3.5970882234
ENSG00000271500,2.1448974101
ENSG00000199366,2.4914123325
ENSG00000236957,2.0608414417
ENSG00000248155,2.7994043265
ENSG00000241169,2.0115515811
MTND1P32,3.2681333959
ENSG00000202059,2.3191968074
LINC02105,2.3725647363
ENSG00000248100,2.2072222494
ENSG00000217195,3.7617919888
ENSG00000206847,2.607921166
RPL26P9,3.1900857859
ENSG00000253396,2.7050337535
RN7SL273P,2.823025089
RNY4P7,3.0210117263
ENSG00000236961,2.0466872066
ATOH1,3.1342643466
ENSG00000250696,2.2865559728
ENSG00000254638,2.0694409082
PINCR,2.4138944336
ENSG00000254885,2.0830843028
ENSG00000228076,3.4735317629
ENSG00000255305,2.7454876263
ENSG00000279991,3.3328670263
ENSG00000269945,2.3833997473
RNU6.998P,2.7106791279
NDUFB4P2,3.1558738757
ENSG00000254688,2.7218362223
ENSG00000233044,2.8102238212
SERPINA11,2.0299767325
ENSG00000250753,2.5039263339
ENSG00000271410,2.2975496526
ENSG00000236073,2.792698651
ENSG00000248547,2.0465179647
ENSG00000279995,3.5095030413
PAPPA.AS2,2.3025511178
ENSG00000248521,2.6246253333
RN7SL16P,2.570928832
ENSG00000202470,2.4116474989
RN7SL564P,2.899426707
ENSG00000256943,2.0894855549
SKOR2,3.0224809368
MTND5P14,2.1197164204
ENSG00000237224,2.1929655313
ENSG00000270421,3.1925852229
UGT1A2P,2.5785702133
ENSG00000227705,2.0480366285
RPL35AP25,2.8295267837
ENSG00000277797,2.5245682947
RNU6.107P,2.4459103889
ENSG00000227267,2.3126878916
ENSG00000276213,2.2969437242
ENSG00000248696,2.4721448942
RN7SL635P,2.2199453422
ENSG00000249175,2.43949952
ENSG00000257454,2.31544157
ENSG00000215512,2.6232098202
RN7SL505P,2.2084370175
PNMA6B,2.126482602
ENSG00000255081,2.7603033137
ENSG00000257083,3.3154062385
ENSG00000256146,2.182326194
CST11,2.1439391575
PNMA6E,2.6798154523
RIPPLY2,2.2654904059
ENSG00000265337,2.0514021846
ENSG00000256064,2.5909769373
ENSG00000279341,2.8046737393
ENSG00000224901,3.7677154914
RPS29P22,2.4103068052
MAGEB6,2.6275920676
ENSG00000268906,2.0556227466
ENSG00000237317,2.2701269346
MTND4P29,2.1414497722
ENSG00000274303,3.3342904723
DNAJC19P8,2.1327851331
ENSG00000220739,2.9087275747
ENSG00000249091,2.3752841888
ENSG00000251459,2.2666017744
ENSG00000248975,2.920625284
ENSG00000233288,2.3170068156
VTRNA1.2,2.06618568
ZNF736P9Y,3.3547298289
MTND4P32,3.3645341666
DOCK9.AS1,3.0952574794
ENSG00000260064,2.7049406344
ENSG00000265801,2.2165734442
ITPKB.AS1,2.233331554
PPP4R3C,3.8697454447
MAGI1.AS1,2.5552602489
SNORD71,2.2041600029
LINC02303,2.691862292
ENSG00000280291,2.5057248257
ATP6V0E1P1,2.424463263
LINC01744,2.1758472839
RN7SKP203,4.6941596229
ENSG00000228680,2.0330857081
ENSG00000280365,3.1202706836
HSPE1P25,2.3452591296
MARK3P1,2.7214431009
MTND4P14,2.0457646145
BARHL2,2.6415899351
KLK15,2.3429584623
ENSG00000249763,3.1424781926
ENSG00000232599,2.2141822
RN7SL698P,2.1893418065
DCAF12L1,2.359633709
ENSG00000257515,2.3197970081
CCDC92B,2.2841511522
ENSG00000256159,2.4638659514
SNRPGP18,3.4489372655
MIR624,2.6866639066
OR7A19P,3.5313222079
ENSG00000241475,2.4686324429
RNU6.795P,2.1609136986
ATP5PBP1,2.3779528558
ENSG00000254649,2.6027862175
ENSG00000237387,2.4656554136
ACNATP,2.0666910479
ENSG00000252250,2.6756039894
ENSG00000267694,2.1396883147
B3GALNT1P1,2.0295569295
ENSG00000258510,2.3123250929
ENSG00000258111,2.939119779
USP12.AS1,3.0128363691
LINC00485,2.058521975
MTND1P11,2.3725573583
ENSG00000236576,2.8347972754
RNU5D.1,2.8133669946
ENSG00000249112,2.1226419341
SPANXC,3.6524350625
RNU6.4P,2.1215765387
BACH1.IT3,3.2897387966
RPL37P18,2.9937414348
RN7SL30P,2.5560937121
WWC2.AS1,2.1769391997
ENSG00000243687,2.333216255
TLX3,2.6835815171
ENSG00000242197,2.5643572174
CYCSP4,2.7319012472
MUC17,2.6400256221
ENSG00000267743,2.7545696707
ENSG00000241409,2.6324773454
ENSG00000253410,2.0387360138
ENSG00000235575,2.2957450402
GLYATL3,2.8881786792
ENSG00000267215,2.5995610061
LINC02316,2.5754347341
ELK2BP,2.3936498585
ENSG00000232431,2.1447090215
SELENOV,2.20619492
YBX1P8,2.0027033092
SHANK2.AS3,2.1459610655
ENSG00000232830,2.5838550202
LYPD9P,2.3205542856
RNY3P13,2.5428180256
LINC02027,2.139842126
LINC02241,2.2641495162
ENSG00000261293,2.5131468242
LINC01901,2.1200756942
RNU4.90P,2.2649485141
ENSG00000231978,2.4743266901
CHCHD4P5,3.3243013917
NLRP13,2.8566528323
RN7SL801P,3.5218910518
ENSG00000258028,3.2449604191
MTND5P31,2.3871434057
RN7SKP257,2.7735527976
ENSG00000279202,2.2361473925
LINC01886,2.8505785741
ENSG00000258632,3.1954618229
ENSG00000227573,2.6873515105
SMG6.IT1,2.906255785
ADAM7,2.365818765
FOXN3.AS2,3.0505977971
ENSG00000279525,2.1654426265
ENSG00000227330,2.5813372634
GPC6.AS2,2.1690289117
ENSG00000259463,2.732475037
ENSG00000232277,3.8372427511
RAD51AP1P1,3.6306936046
ENSG00000241991,2.5601143754
EEF1B2P8,3.0351076783
ENSG00000270285,2.4075611649
ENSG00000216966,2.2577768658
ENSG00000233877,2.9147913023
ENSG00000253584,3.1187637436
RNU6.879P,2.2088939889
ENSG00000236627,2.1295574644
ENSG00000248125,2.398573104
ENSG00000243621,3.6166606456
ENSG00000237268,2.6930202891
ENSG00000262038,2.8893370397
ENSG00000270255,2.6039459395
ENSG00000217041,2.2775710787
SPINT5P,2.5215590333
NDST4,2.153296421
ENSG00000212930,2.0053781251
ENSG00000233823,2.344631308
ENSG00000260073,3.6696588149
ADAM6,3.4281416878
ENSG00000241884,2.4179813223
QRSL1P1,2.04171058
ENSG00000251171,2.6144721672
NPPB,2.0400138772
RNU1.11P,4.1379630874
MTATP6P19,2.6857735493
ENSG00000278958,2.2508776914
RN7SL127P,2.331030218
LINC01551,2.685028669
ENSG00000279600,2.0035037243
STARD13.IT1,2.3657683424
CLEC3A,2.4013740511
ENSG00000233693,2.2093258336
ENSG00000226438,2.1596756185
ENSG00000256494,2.065411538
ENSG00000206756,2.7222678916
ENSG00000278513,3.6023451656
LINC00440,2.4424898795
MIR576,2.8961639321
ENSG00000258930,2.7230576577
LINC01981,2.3407195073
KARSP1,2.7130433876
DIO2.AS1,2.2648159969
ABCB10P1,2.2412185522
YBX1P7,3.3488601007
ENSG00000278351,2.8777335479
RNU4.51P,2.0467067138
ANKRD62P1,2.0465155831
F13B,2.1168784115
COX7BP2,2.2599790007
TRAJ8,2.2321124347
ENSG00000238224,2.2176960534
ENSG00000271394,4.0395892737
RN7SKP299,2.726424529
KATNBL1P2,2.2175906537
AIG1P1,2.9286083275
ENSG00000200075,3.4390566257
TGIF2LX,3.5062118958
MIR2355,2.3159331748
OLIG3,3.5209129853
PNMA6F,2.7547112815
DPPA2,4.4413583261
RNU6.608P,2.9507152765
MIR196A1,2.2089713281
ENSG00000226141,3.245880651
RN7SL390P,2.3239934583
ENSG00000259013,2.3596530789
LPP.AS1,2.7297135495
LINC00456,2.2626185667
CCNJP2,2.7859996063
ENSG00000256315,3.8816962785
LINC01192,2.5935713773
COL18A1.AS2,2.1404589635
SNORA70G,2.2006434655
ENSG00000280089,2.0995402061
GSTM3P2,2.0745059008
EDDM3B,2.0069061405
PES1P1,3.3066701561
RN7SL709P,2.3295922397
LINC02672,2.9962366259
ENSG00000227532,2.5100520105
ENSG00000257643,2.1109625653
ENSG00000249713,2.5760148847
LINC01896,3.3005510848
ENSG00000257169,2.6743058192
ENSG00000219384,2.7256184788
COX6CP14,2.2514138898
ENSG00000279366,3.5652086849
ENSG00000272383,3.4228235184
ENSG00000256321,2.0108739354
ENSG00000275312,2.140933909
ENSG00000250284,2.5766176541
ENSG00000280166,2.4076095034
RNU6.789P,2.8134707604
RN7SL706P,2.4664146998
EIF1AXP2,3.5120878348
TRAJ38,2.0190488106
ENSG00000249848,2.2060998721
ENSG00000228341,3.2789926671
RN7SL430P,2.9587423742
RPL35AP24,2.2474472117
ENSG00000231965,2.4383688312
UBE2CP3,2.6975180991
ENSG00000233571,2.4787904038
ENSG00000253932,2.8268200985
LINC00308,2.4125842101
ENO1P3,2.8561706522
RN7SKP90,3.0930931284
TRAJ13,2.1283719326
ENSG00000200753,2.0647414873
MTND2P2,3.4511485795
ENSG00000278215,3.041575055
TDRG1,2.0756184324
BNIP3P4,2.2426544273
ENSG00000235785,2.1798910349
ENSG00000274064,2.1137941735
PAEPP1,2.1125094393
ENSG00000224414,2.079367412
ENSG00000225349,2.3099179042
FTHL17,3.3145523206
ENSG00000214067,2.3935118309
SULT1C3,2.5327426252
ENSG00000279932,2.1841717367
ENSG00000254048,3.1137233548
ENSG00000225084,2.2380971645
ENSG00000259866,3.345348943
KCNQ5.AS1,2.6933381944
ENSG00000251579,2.8095658031
SHCBP1L,2.0093788677
ALG9.IT1,2.5243125436
ENSG00000212461,3.1846573069
RNU6.711P,2.6141736654
RPL19P14,2.228028947
ENSG00000255492,2.4581780632
ALPI,2.5658813021
ENSG00000230718,3.5474850761
ENSG00000267039,3.3048937361
RNU5E.4P,2.3453776729
ENSG00000263708,2.6037392236
NPM1P11,2.3517168386
ENSG00000256657,3.1712341215
MACROD2.AS1,2.174138876
LINC01205,2.575239664
ENSG00000202417,2.0030508645
ENSG00000230459,2.2376426588
HMGB3P21,2.0585941776
EGLN3.AS1,2.0087425041
ENSG00000279658,2.1669474214
RN7SL297P,2.7642476077
ENSG00000238111,2.3716625873
ENSG00000254865,3.3640617035
ENSG00000255476,2.4021259552
ENSG00000240553,2.1695877486
RN7SKP130,2.4470890834
ENSG00000256915,2.4025780206
RN7SKP50,2.4012528372
LINC02046,2.9174181615
ENSG00000238723,2.3597428202
LYZL2,2.5922070277
RNU6.1327P,2.3977367308
ENSG00000231756,2.1067025017
ENSG00000272895,3.0600626568
ENSG00000207199,2.702922137
ENSG00000240861,2.4533733609
ENSG00000227433,2.7977110443
CARM1P1,2.3345883863
ARHGEF3.AS1,3.0862294908
LINC01608,3.500279005
ENSG00000252722,2.337390174
LINC02050,2.4602961016
SNORA1B,2.4102042217
RNU6.82P,3.761816116
DANT1,2.428953053
RNU6.414P,2.3414561067
RN7SL43P,2.0675717869
ENSG00000219409,2.5770788795
ENSG00000276399,2.9015805263
LINC01959,2.2736650552
ENSG00000253811,3.0178449876
RN7SL173P,2.6906499236
ENSG00000261573,2.5348069037
RNU4ATAC11P,2.8527247836
ENSG00000258134,2.0953200911
ENSG00000231562,2.5017201635
C5orf66.AS2,2.0716140839
NANOGP5,2.0254056646
BNIP3P2,3.1067168984
HMGB1P23,2.5188002525
RN7SL300P,2.1830159513
ENSG00000241073,2.662263738
DCAF8L1,2.4096997985
ENSG00000199938,3.1713837028
ENSG00000259481,3.1229323092
ENSG00000232197,2.3495836018
